user_id,QoS_bandwidth,QoS_delay,QoS_jitter,QoA_VLCresolution,QoA_BUFFERINGtime,V_content,V_complexity-class,QoD_model,QoU_sex,QoU_age,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS,QoA_VLCbitrate
106,2048,0.31,0.048,360,2436,1,0,2,1,53,2,5,3,3,2,487
9,2048,0.304,0.043,360,2442,1,0,5,1,27,4,5,5,5,5,549
127,1024,0.41,0.053,360,2443,1,0,5,1,23,5,5,5,5,5,246
142,2048,0.332,0.032,360,2445,1,0,5,1,36,5,5,1,5,1,64
145,2048,0.487,0.042,360,2446,1,0,9,1,25,5,5,5,5,5,559
121,2048,0.324,0.041,360,2447,1,0,5,1,30,4,5,4,4,4,360
144,2048,0.403,0.06,360,2450,1,0,5,1,41,5,5,4,4,4,236
119,2048,0.487,0.062,360,2452,1,0,5,1,30,4,5,4,4,4,245
70,2048,0.48,0.048,360,2453,1,0,6,1,18,4,5,5,4,5,400
109,2048,0.407,0.061,360,2454,1,0,2,0,14,3,5,3,4,4,534
143,2048,0.334,0.028,360,2458,1,0,7,1,47,5,5,4,4,4,55
123,2048,0.435,0.093,360,2459,1,0,5,1,24,4,5,4,4,4,451
143,2048,0.386,0.052,360,2459,2,2,7,1,47,5,5,3,5,3,74
53,3072,0.454,0.051,360,2465,1,0,5,1,24,5,4,3,3,3,392
124,2048,0.335,0.036,240,2466,2,2,5,1,30,4,5,4,4,4,55
181,1024,0.393,0.026,360,2466,1,0,3,1,19,4,4,4,4,4,474
105,2048,0.444,0.084,360,2469,2,2,5,1,43,2,5,5,5,5,360
119,3072,0.324,0.032,360,2471,1,0,5,1,30,4,4,4,4,4,487
125,1024,0.426,0.049,360,2471,2,2,5,1,30,4,5,4,4,4,764
140,2560,0.302,0.054,360,2472,2,2,5,1,40,5,5,5,5,5,327
64,2560,0.415,0.054,360,2473,2,2,2,1,26,5,5,4,5,5,1107
121,2048,0.489,0.072,360,2474,1,0,5,1,30,4,5,4,4,4,308
14,3072,0.273,0.023,360,2474,1,0,2,1,28,3,4,3,4,4,491
107,2048,0.304,0.043,360,2476,1,0,5,1,26,2,5,4,4,4,703
121,3584,0.49,0.054,360,2476,1,0,5,1,30,4,5,4,4,4,565
108,1024,0.286,0.048,360,2483,2,2,8,1,52,2,5,4,4,4,246
115,3584,0.439,0.036,360,2486,2,2,5,0,27,4,4,3,4,4,683
134,2560,0.395,0.07,360,2488,1,0,5,1,26,5,5,5,5,5,471
105,3584,0.358,0.045,360,2492,1,0,5,1,43,2,5,4,4,4,436
68,3072,0.424,0.05,360,2492,2,2,2,1,25,4,5,4,4,4,373
95,3584,0.307,0.049,360,2492,1,0,5,1,19,3,4,2,4,3,300
119,3072,0.447,0.056,360,2496,2,2,5,1,30,4,5,4,4,4,736
128,3072,0.334,0.065,360,2497,2,2,5,1,27,4,4,5,5,5,607
74,3584,0.285,0.054,360,2499,2,2,3,1,19,4,4,5,4,5,543
174,4096,0.328,0.039,360,2500,1,0,9,1,50,4,5,4,4,4,667
134,4608,0.444,0.049,360,2506,1,0,5,1,26,5,5,3,4,4,235
131,3584,0.379,0.073,360,2509,1,0,5,1,27,3,5,4,4,4,392
131,4096,0.455,0.033,360,2509,2,2,5,1,27,4,5,5,5,5,1106
31,1536,0.48,0.065,360,2513,1,0,2,1,25,4,5,4,4,4,392
173,3072,0.358,0.045,360,2515,1,0,2,1,31,4,5,3,4,4,660
125,1024,0.295,0.047,360,2518,2,2,5,1,30,4,5,4,4,4,662
167,1536,0.393,0.054,360,2518,1,0,9,0,30,4,5,4,4,4,664
180,1536,0.395,0.07,360,2518,1,0,2,1,25,3,5,1,3,2,281
121,3072,0.33,0.052,360,2519,1,0,5,1,30,4,5,4,4,4,655
122,1024,0.394,0.045,360,2519,2,2,5,1,32,4,5,4,4,4,308
10,3072,0.49,0.054,360,2526,1,0,6,0,25,4,5,4,4,4,413
138,3072,0.465,0.032,360,2529,1,0,8,1,26,4,4,2,2,3,92
122,3072,0.456,0.042,240,2530,1,0,5,1,32,4,5,4,4,4,116
126,3584,0.495,0.043,360,2531,1,0,5,1,19,4,5,4,4,4,307
129,1536,0.502,0.063,360,2535,2,2,5,1,30,5,5,5,5,5,374
74,3072,0.346,0.096,360,2535,1,0,2,1,19,5,5,4,4,5,560
71,1536,0.341,0.044,360,2537,2,2,3,1,20,4,5,5,4,4,608
126,1024,0.497,0.045,360,2538,2,2,5,1,19,4,5,4,4,4,392
130,2560,0.489,0.082,360,2538,1,0,5,1,29,5,5,5,5,5,630
125,3584,0.411,0.032,360,2540,1,0,5,1,30,4,5,4,4,4,494
119,1536,0.407,0.063,360,2546,1,0,5,1,30,4,5,4,4,4,491
174,3584,0.435,0.071,360,2547,1,0,9,1,50,4,5,4,4,4,439
131,1024,0.292,0.047,360,2548,1,0,5,1,27,4,5,4,4,4,735
139,3584,0.514,0.068,360,2548,1,0,5,1,39,4,5,3,4,4,74
100,3584,0.502,0.058,360,2555,1,0,6,1,52,3,4,3,2,3,327
64,3072,0.379,0.058,360,2555,1,0,2,1,26,4,5,4,4,4,300
131,3072,0.379,0.058,360,2557,1,0,5,1,27,4,5,5,5,5,413
181,3584,0.322,0.055,360,2559,1,0,3,1,19,3,3,2,4,3,231
44,4096,0.346,0.096,360,2560,1,0,2,1,22,5,5,4,5,4,424
173,3584,0.319,0.05,360,2563,1,0,2,1,31,4,5,4,4,5,361
83,4096,0.39,0.059,360,2563,1,0,3,1,30,4,4,3,4,3,786
117,4096,0.465,0.032,360,2564,1,0,5,0,29,4,5,4,4,4,454
39,2048,0.39,0.059,360,2564,1,0,4,1,20,4,5,5,5,4,154
131,4096,0.376,0.046,360,2565,1,0,5,1,27,2,5,4,4,4,653
65,4096,0.465,0.071,240,2565,1,0,3,1,26,4,4,3,3,3,116
134,4096,0.477,0.05,360,2566,1,0,5,1,26,5,4,3,4,3,659
162,4096,0.344,0.049,360,2568,1,0,1,0,50,2,5,3,4,3,110
86,4096,0.496,0.116,360,2568,1,0,5,1,25,3,5,5,5,5,706
121,3584,0.33,0.027,240,2568,1,0,5,1,30,4,5,4,4,4,116
126,3072,0.487,0.042,360,2569,1,0,5,1,19,4,5,5,5,5,395
24,3584,0.392,0.045,360,2571,1,0,6,1,23,3,5,3,4,3,723
125,4096,0.455,0.033,360,2572,1,0,5,1,30,4,5,4,4,4,392
119,4608,0.495,0.043,360,2572,1,0,5,1,30,4,5,4,4,4,224
124,4096,0.465,0.071,360,2575,1,0,5,1,30,4,5,4,4,4,1053
112,4096,0.455,0.033,360,2576,1,0,5,1,39,4,5,4,5,5,224
133,3584,0.333,0.034,360,2576,1,0,4,1,31,4,5,4,4,4,656
123,4096,0.292,0.047,360,2577,1,0,5,1,24,4,5,4,4,4,559
130,3584,0.312,0.049,360,2578,2,2,5,1,29,3,5,4,4,4,306
164,4096,0.444,0.049,360,2578,1,0,7,1,30,3,5,5,5,4,530
124,4096,0.477,0.05,240,2579,1,0,5,1,30,4,5,4,4,4,115
102,4608,0.435,0.049,360,2579,1,0,5,1,19,3,5,4,5,4,658
128,3584,0.377,0.056,360,2583,1,0,5,1,27,4,5,4,4,4,519
34,3584,0.322,0.055,360,2583,1,0,4,1,26,3,5,4,5,4,833
131,4096,0.334,0.065,360,2585,1,0,5,1,27,4,5,5,5,5,661
125,2048,0.339,0.035,360,2588,1,0,5,1,30,4,5,5,4,4,452
108,1536,0.301,0.037,360,2589,1,0,2,1,52,2,5,3,4,4,477
173,2048,0.438,0.04,240,2594,1,0,2,1,31,4,5,3,4,4,116
121,2048,0.408,0.033,240,2601,1,0,5,1,30,4,5,4,3,4,55
39,4096,0.496,0.116,360,2601,2,2,2,1,20,4,5,4,4,4,573
166,4096,0.307,0.049,360,2602,2,2,8,0,30,4,5,4,4,4,472
126,2048,0.48,0.074,360,2602,1,0,5,1,19,4,5,4,4,4,731
118,2048,0.469,0.066,360,2604,1,0,5,1,35,4,5,4,4,4,611
49,1536,0.37,0.035,360,2605,1,0,6,1,24,3,3,4,4,3,731
126,4608,0.328,0.039,240,2607,2,2,5,1,19,4,5,4,4,4,115
176,1536,0.303,0.065,360,2607,1,0,9,1,40,4,5,4,4,4,384
148,3584,0.33,0.052,360,2609,2,2,3,1,38,5,5,5,4,5,392
179,2048,0.505,0.051,360,2610,1,0,2,1,26,4,3,4,3,4,1552
90,2048,0.303,0.065,360,2614,1,0,1,1,44,4,5,4,4,4,834
118,2048,0.416,0.07,360,2615,1,0,5,1,35,4,5,4,4,4,662
161,2048,0.305,0.061,360,2616,1,0,1,0,45,3,3,1,3,2,529
127,4096,0.407,0.063,360,2619,2,2,5,1,23,5,5,5,5,5,901
127,1536,0.534,0.053,360,2620,1,0,5,1,23,4,4,5,5,5,205
138,4608,0.495,0.043,360,2621,2,2,8,1,26,5,5,3,4,3,75
147,4608,0.344,0.049,360,2622,2,2,3,1,28,4,4,5,4,5,1813
113,4608,0.39,0.059,240,2624,2,2,5,1,26,4,4,3,3,3,114
125,1024,0.328,0.052,360,2624,1,0,5,1,30,4,5,5,5,5,901
125,4096,0.465,0.032,360,2625,2,2,5,1,30,4,5,4,4,4,488
127,4096,0.435,0.049,240,2626,2,2,5,1,23,4,4,4,4,3,115
171,1024,0.308,0.055,360,2628,1,0,4,1,42,4,5,3,4,4,586
124,2048,0.449,0.047,360,2630,1,0,5,1,30,4,5,4,4,4,224
103,1024,0.3,0.039,360,2639,1,0,2,1,19,3,5,5,4,5,360
143,1536,0.436,0.046,360,2641,1,0,7,1,47,5,5,5,5,5,150
173,2048,0.497,0.045,240,2642,1,0,2,1,31,4,5,4,4,4,55
115,2048,0.415,0.054,360,2644,1,0,5,0,27,4,5,4,5,4,571
85,2048,0.477,0.057,360,2646,1,0,2,1,26,5,5,4,4,4,392
115,1024,0.323,0.037,360,2654,1,0,5,0,27,4,5,4,4,4,582
127,2048,0.292,0.037,360,2658,1,0,5,1,23,5,5,4,4,4,518
13,2048,0.481,0.041,360,2658,1,0,2,1,29,4,4,4,4,4,399
166,1024,0.482,0.082,360,2660,1,0,8,0,30,4,5,4,4,4,729
115,1024,0.305,0.047,360,2663,1,0,5,0,27,4,5,3,4,4,653
125,1536,0.371,0.08,360,2666,1,0,5,1,30,4,5,4,4,4,392
157,1536,0.494,0.067,360,2668,1,0,8,0,30,3,4,3,3,3,66
124,2048,0.487,0.062,360,2669,1,0,5,1,30,4,5,4,3,4,205
170,2048,0.326,0.061,360,2673,1,0,4,1,29,4,5,4,4,4,728
177,2048,0.328,0.039,360,2673,1,0,9,1,17,4,5,4,4,4,401
115,2048,0.379,0.073,360,2676,1,0,5,0,27,4,4,3,4,3,302
17,2048,0.307,0.049,360,2676,1,0,3,1,39,3,3,2,2,2,243
125,2048,0.421,0.058,360,2680,1,0,5,1,30,4,5,5,4,5,412
122,2048,0.399,0.07,360,2681,1,0,5,1,32,4,5,4,4,4,360
55,2048,0.427,0.046,360,2681,1,0,6,1,44,2,5,5,5,5,327
166,2048,0.328,0.036,360,2682,1,0,8,0,30,3,5,4,4,4,393
175,1536,0.436,0.046,360,2684,1,0,5,1,52,4,5,4,4,4,706
128,2048,0.33,0.052,360,2686,1,0,5,1,27,4,4,4,4,4,660
46,1536,0.458,0.078,360,2686,1,0,2,1,25,3,5,4,4,4,818
146,2048,0.316,0.052,360,2687,2,2,3,1,49,4,5,3,4,3,26
109,1536,0.414,0.068,360,2688,1,0,2,0,14,3,5,3,4,3,392
175,2048,0.304,0.039,360,2691,1,0,5,1,52,4,5,4,4,4,562
125,2048,0.489,0.082,240,2692,1,0,5,1,30,4,5,4,4,5,115
130,1536,0.377,0.063,240,2699,1,0,5,1,29,4,5,4,4,4,116
95,1536,0.393,0.054,360,2701,2,2,5,1,19,4,5,4,3,4,566
47,2048,0.48,0.048,360,2701,2,2,2,1,26,3,5,2,1,2,556
122,1536,0.347,0.036,360,2702,2,2,5,1,32,4,5,4,4,4,685
153,2048,0.505,0.051,360,2703,2,2,2,0,38,4,5,5,5,5,546
105,1024,0.341,0.044,360,2708,1,0,5,1,43,2,5,5,5,5,578
165,1024,0.433,0.038,360,2708,2,2,8,1,48,3,5,2,4,2,110
123,2048,0.334,0.028,360,2709,2,2,5,1,24,4,5,4,4,4,392
121,1536,0.48,0.065,360,2711,1,0,5,1,30,4,5,4,4,4,571
149,1024,0.429,0.037,360,2718,2,2,3,1,33,4,5,2,3,4,137
78,2048,0.33,0.027,360,2718,2,2,2,1,19,3,4,4,3,3,607
100,1536,0.488,0.077,360,2719,2,2,6,1,52,4,4,3,2,3,896
122,2048,0.412,0.048,360,2726,2,2,5,1,32,4,5,4,4,4,400
154,2048,0.438,0.044,360,2728,2,2,2,0,30,4,3,1,2,2,74
16,2560,0.486,0.078,360,2729,1,0,2,1,27,3,5,4,3,3,820
130,2048,0.408,0.033,360,2731,2,2,5,1,29,5,5,5,5,5,225
49,2048,0.477,0.05,360,2733,2,2,6,1,24,3,5,4,5,4,836
128,2048,0.313,0.072,360,2736,2,2,5,1,27,4,4,3,4,4,466
127,1024,0.3,0.039,360,2739,2,2,5,1,23,5,5,5,5,5,724
125,1024,0.531,0.076,360,2743,2,2,5,1,30,4,5,5,5,5,360
121,1536,0.436,0.046,360,2745,2,2,5,1,30,4,5,4,4,4,728
154,2048,0.341,0.033,360,2747,2,2,2,0,30,5,5,4,4,4,607
108,3072,0.496,0.116,360,2751,1,0,8,1,52,2,5,4,3,3,790
105,2048,0.377,0.056,360,2753,2,2,5,1,43,2,5,3,2,3,519
125,1024,0.305,0.047,360,2754,2,2,5,1,30,4,5,4,4,4,225
127,1536,0.418,0.039,360,2756,2,2,5,1,23,5,5,5,5,5,360
131,2048,0.3,0.033,360,2759,1,0,5,1,27,4,5,4,4,5,243
146,2048,0.39,0.051,360,2766,2,2,3,1,49,4,5,5,5,5,585
128,2048,0.332,0.032,360,2767,2,2,5,1,27,4,5,5,5,5,466
176,1024,0.308,0.055,360,2767,2,2,8,1,40,4,5,4,3,4,724
121,2560,0.48,0.073,360,2775,1,0,5,1,30,4,5,4,4,4,245
155,3584,0.334,0.065,360,2778,1,0,8,0,33,3,5,3,3,3,79
124,3072,0.284,0.032,360,2782,1,0,5,1,30,4,5,4,4,4,384
53,2560,0.386,0.052,360,2787,1,0,5,1,24,4,5,5,4,5,736
131,2048,0.403,0.06,360,2788,1,0,5,1,27,4,5,5,5,5,628
84,1024,0.377,0.063,360,2788,1,0,2,1,27,3,5,4,4,4,425
130,2048,0.439,0.072,360,2793,1,0,5,1,29,5,5,5,5,5,558
178,3072,0.274,0.039,360,2794,1,0,2,1,23,4,5,4,4,4,659
155,3072,0.454,0.051,360,2795,1,0,8,0,33,3,5,3,3,3,221
47,2048,0.302,0.046,360,2796,1,0,6,1,26,4,5,5,5,5,412
43,3072,0.435,0.049,360,2797,1,0,2,1,21,3,5,3,3,3,834
118,3584,0.348,0.043,360,2800,1,0,5,1,35,4,4,4,3,4,326
125,2048,0.349,0.068,360,2800,1,0,5,1,30,4,5,4,4,4,557
62,3072,0.499,0.018,360,2803,1,0,5,1,23,3,5,3,3,3,394
27,1024,0.403,0.06,360,2805,2,2,4,1,27,2,5,4,4,4,470
46,3072,0.318,0.027,360,2806,1,0,2,1,25,2,5,4,4,5,659
127,3072,0.318,0.027,360,2808,1,0,5,1,23,4,5,5,5,5,702
147,3584,0.333,0.034,360,2811,2,2,3,1,28,3,5,3,4,3,230
121,1024,0.407,0.061,360,2812,1,0,5,1,30,4,5,4,4,4,606
2,1024,0.487,0.036,360,2814,1,0,2,1,28,4,5,5,5,5,393
120,1536,0.527,0.056,360,2815,1,0,5,1,29,4,5,4,4,5,457
101,1536,0.285,0.054,360,2815,1,0,3,0,32,4,3,3,2,3,413
128,1024,0.274,0.039,360,2820,1,0,5,1,27,5,4,4,5,5,282
121,3072,0.411,0.032,360,2821,2,2,5,1,30,4,5,4,4,4,411
123,3584,0.319,0.05,360,2827,1,0,5,1,24,4,5,4,4,4,217
148,3072,0.444,0.049,360,2827,2,2,3,1,38,4,5,5,5,5,615
138,3072,0.309,0.03,360,2834,2,2,3,1,26,4,5,2,3,3,87
125,1536,0.386,0.052,360,2836,1,0,5,1,30,4,5,4,4,4,529
125,1536,0.285,0.054,360,2837,1,0,5,1,30,4,5,4,4,4,607
173,1536,0.45,0.033,360,2837,1,0,2,1,31,4,5,3,3,4,396
56,1024,0.465,0.08,360,2837,1,0,6,1,27,4,5,4,5,4,494
128,1024,0.411,0.032,360,2838,1,0,5,1,27,4,5,5,5,5,819
149,1024,0.483,0.034,360,2844,1,0,3,1,33,4,5,2,3,4,235
173,1024,0.48,0.073,360,2845,1,0,2,1,31,4,5,4,4,4,736
172,1024,0.48,0.054,360,2846,1,0,4,1,42,4,5,5,4,4,526
121,1536,0.433,0.032,360,2851,1,0,5,1,30,4,5,4,4,4,401
120,1536,0.481,0.041,360,2853,1,0,5,1,29,4,5,4,4,4,517
27,1536,0.483,0.064,360,2860,1,0,2,1,27,2,5,4,5,4,326
135,1024,0.309,0.03,360,2865,1,0,5,1,25,5,5,4,5,4,1255
50,1536,0.456,0.042,360,2867,1,0,4,1,25,4,5,4,4,4,533
163,3072,0.421,0.058,360,2868,1,0,1,1,22,5,5,4,4,4,235
51,3584,0.289,0.037,360,2869,1,0,5,0,26,4,5,4,3,4,327
122,1536,0.354,0.065,360,2870,1,0,5,1,32,4,5,4,4,4,282
119,1024,0.328,0.049,360,2871,1,0,5,1,30,4,5,4,4,4,299
23,1024,0.454,0.051,360,2874,2,2,3,1,27,3,5,4,4,4,835
82,1024,0.435,0.071,360,2878,2,2,2,1,26,4,5,4,4,4,560
3,1536,0.393,0.026,360,2881,2,2,3,1,27,1,4,4,4,4,392
66,1536,0.324,0.032,360,2881,2,2,3,0,23,5,5,4,4,4,727
11,1024,0.487,0.062,360,2883,2,2,6,1,27,4,5,4,4,4,409
119,1536,0.37,0.035,360,2883,2,2,5,1,30,4,5,4,4,4,732
173,1536,0.47,0.084,360,2884,2,2,2,1,31,4,5,4,4,4,303
130,1536,0.433,0.032,360,2885,2,2,5,1,29,4,5,4,4,4,606
151,1536,0.304,0.043,360,2885,2,2,3,1,33,3,5,3,3,3,75
115,1536,0.497,0.084,360,2886,2,2,5,0,27,4,5,4,5,4,524
122,1536,0.477,0.057,360,2889,2,2,5,1,32,4,5,4,4,4,236
115,1536,0.363,0.063,360,2891,2,2,5,0,27,4,5,4,4,4,474
63,1024,0.303,0.043,360,2892,2,2,5,1,27,5,5,5,5,5,300
152,1536,0.289,0.037,360,2892,2,2,1,1,29,5,5,4,4,4,836
134,3072,0.408,0.033,360,2893,1,0,5,1,26,4,5,3,4,3,281
48,3584,0.502,0.058,360,2893,1,0,2,1,21,5,5,5,5,5,300
138,3072,0.407,0.063,360,2893,1,0,8,1,26,4,5,5,5,5,392
123,3072,0.377,0.056,360,2894,1,0,5,1,24,4,5,4,4,4,603
174,1536,0.461,0.041,360,2895,1,0,9,1,50,3,5,4,4,4,684
142,1536,0.393,0.055,360,2900,1,0,5,1,36,4,5,4,5,4,65
125,1536,0.357,0.065,360,2903,1,0,5,1,30,4,5,4,4,5,331
119,1024,0.435,0.069,360,2904,2,2,5,1,30,4,5,4,4,4,702
110,1024,0.454,0.08,360,2906,1,0,8,1,20,4,5,4,3,4,845
125,1024,0.426,0.047,360,2907,1,0,5,1,30,4,5,4,4,4,424
20,1536,0.494,0.124,360,2910,2,2,2,1,29,5,5,5,5,5,1150
8,1024,0.424,0.068,360,2911,1,0,6,1,23,3,5,4,4,4,730
130,2048,0.502,0.033,360,2914,1,0,5,1,29,3,5,5,4,5,374
123,1024,0.472,0.085,360,2923,2,2,5,1,24,4,5,4,4,4,832
130,3072,0.48,0.074,360,2926,2,2,5,1,29,4,5,4,4,4,1214
2,2560,0.316,0.052,360,2926,1,0,2,1,28,3,4,5,4,4,412
33,3072,0.523,0.054,360,2940,2,2,4,1,26,3,5,4,4,4,650
122,3072,0.341,0.033,240,2942,1,0,5,1,32,4,5,4,4,4,284
153,3584,0.324,0.032,360,2943,1,0,2,0,38,4,3,3,4,4,539
19,3072,0.425,0.029,360,2947,1,0,3,1,27,5,5,4,5,4,835
45,3072,0.477,0.057,360,2951,1,0,2,1,23,4,5,5,5,5,583
130,3072,0.264,0.039,360,2957,1,0,5,1,29,3,5,4,4,4,414
127,2560,0.411,0.038,240,2958,2,2,5,1,23,5,5,5,5,5,55
123,1024,0.494,0.067,360,2960,1,0,5,1,24,4,5,4,4,4,566
19,1536,0.439,0.036,360,2960,1,0,3,1,27,5,5,4,4,5,510
27,1024,0.325,0.039,360,2960,1,0,4,1,27,2,5,3,3,3,444
135,1024,0.285,0.046,360,2966,2,2,5,1,25,3,5,4,3,4,1439
131,1024,0.333,0.034,360,2968,1,0,5,1,27,4,5,5,5,5,529
41,3072,0.49,0.054,360,2976,2,2,3,1,23,4,5,5,5,5,399
130,3072,0.449,0.047,360,2980,1,0,5,1,29,5,5,5,5,5,573
174,2048,0.303,0.048,360,2980,1,0,9,1,50,4,5,4,4,4,307
150,3584,0.425,0.029,360,2981,1,0,5,1,55,4,5,3,4,3,166
176,2560,0.47,0.084,360,2981,1,0,8,1,40,4,5,4,4,4,473
117,3584,0.502,0.058,360,2982,2,2,5,0,29,4,5,4,4,4,900
130,1536,0.357,0.065,360,2982,2,2,5,1,29,5,5,5,5,5,584
75,3584,0.344,0.049,360,2985,1,0,3,1,17,3,5,4,4,4,383
31,3072,0.447,0.056,360,2990,1,0,2,1,25,3,5,4,4,4,443
153,3072,0.273,0.023,360,2993,2,2,2,0,38,2,4,5,4,4,609
130,3072,0.292,0.037,360,2995,2,2,5,1,29,5,5,5,5,5,512
61,3584,0.425,0.029,360,2997,2,2,5,1,27,4,5,5,5,5,399
10,2560,0.305,0.061,360,2998,1,0,6,0,25,3,5,3,4,3,186
101,3072,0.376,0.046,360,2999,1,0,2,0,32,5,5,4,4,5,372
29,3072,0.487,0.042,360,3000,2,2,3,1,25,5,4,2,2,3,666
145,3072,0.379,0.073,360,3004,2,2,9,1,25,5,5,4,5,4,614
25,2560,0.516,0.064,360,3009,2,2,2,0,28,3,4,2,2,2,328
131,3584,0.465,0.071,360,3010,2,2,5,1,27,4,5,4,4,4,570
125,3072,0.304,0.039,360,3012,2,2,5,1,30,5,5,5,5,5,384
123,3072,0.462,0.043,360,3013,2,2,5,1,24,4,5,4,4,4,627
118,3072,0.424,0.046,360,3025,1,0,5,1,35,4,5,4,4,4,483
136,3072,0.319,0.05,360,3025,2,2,4,1,31,5,5,5,5,5,2016
121,1024,0.349,0.068,360,3031,2,2,5,1,30,4,5,4,4,4,392
76,3072,0.328,0.052,360,3033,1,0,2,1,21,3,4,3,3,3,1108
181,1536,0.304,0.043,360,3034,1,0,3,1,19,4,5,3,4,3,111
124,1536,0.497,0.084,360,3036,1,0,5,1,30,4,5,3,3,4,653
39,1536,0.477,0.057,360,3038,1,0,2,1,20,4,5,5,5,4,817
125,1536,0.363,0.063,360,3042,1,0,5,1,30,4,5,5,4,5,467
135,1024,0.303,0.043,360,3047,1,0,5,0,25,4,2,3,3,3,109
102,1536,0.289,0.037,360,3048,1,0,5,1,19,3,5,3,4,4,836
144,3072,0.408,0.033,360,3049,1,0,8,1,41,5,5,4,3,4,67
121,3584,0.502,0.058,360,3054,1,0,5,1,30,4,5,4,4,4,529
131,3072,0.407,0.063,360,3055,1,0,5,1,27,4,5,4,4,4,425
128,3072,0.377,0.056,360,3061,1,0,5,1,27,4,4,4,5,4,670
130,1536,0.461,0.041,360,3062,1,0,5,1,29,5,5,5,5,5,391
130,1536,0.393,0.055,360,3062,2,2,5,1,29,4,5,5,4,5,661
138,1536,0.357,0.065,360,3068,2,2,3,1,26,4,5,2,4,3,81
126,1024,0.435,0.069,360,3069,1,0,5,1,19,4,5,4,4,4,399
50,1024,0.454,0.08,360,3070,1,0,4,1,24,4,5,4,5,4,425
119,1024,0.426,0.047,360,3073,1,0,5,1,30,4,5,4,4,4,205
171,1536,0.494,0.124,360,3074,1,0,4,1,42,4,5,4,4,4,204
130,1024,0.424,0.068,360,3075,1,0,5,1,29,5,5,5,5,5,833
5,2048,0.502,0.033,360,3077,1,0,3,1,24,3,4,3,3,3,605
154,1024,0.472,0.085,360,3082,1,0,2,0,30,4,5,2,3,3,172
103,3072,0.48,0.074,360,3085,1,0,5,1,22,5,5,4,4,4,708
122,2560,0.316,0.052,360,3087,1,0,5,1,32,4,5,4,4,4,413
119,3072,0.523,0.054,240,3089,1,0,5,1,30,4,5,4,4,4,115
96,3072,0.341,0.033,360,3091,1,0,6,1,23,4,2,3,2,4,1188
121,3584,0.324,0.032,360,3095,1,0,5,1,30,4,5,4,4,4,632
